Source Name,RA (HMS),Dec (DMS)
J1853-0008g,18:53:12,-00:08
J1853-0649,18:53:25.422,-06:49:25.9
J1853-0842A,18:53:04.07409,-08:42:28.254
J1854+0012g,18:54:18,+00:12
J1854+0050,18:54:43.47,+00:50:17.8
J1854+0131g,18:54:34,+01:31
J1854+0306,18:54:02.98,+03:06:14
J1854+0317,18:54:29.06,03:17:31
J1854+0319,18:54:00.110,+03:19:12.8
J1854+0704g,18:54:31,+07:04
J1854+1050,18:54:29.33398865,+10:46:42.13078272
J1854+36,18:54,+36:00:00
J1854-0033g,18:54:30,-00:33
J1854-0524,18:54:55.35,-05:24:23.1
J1854-1421,18:54:44.29196728,-14:21:26.42168523
J1854-1557,18:54:53.6,-15:57:47
J1855+0139g,18:55:14,+01:39
J1855+0205,18:55:42.046,+02:05:36.4
J1855+0228g,18:55:45,+02:28
J1855+0235g,18:55:49,+02:35
J1855+0306,18:55:38.30,+03:06:22.7
J1855+0307,18:55:26.63,+03:07:20.2
J1855+0327g,18:55:45,+03:27
J1855+0339g,18:55:42,+03:39
J1855+0422,18:55:41.37,+04:22:47
J1855+0424g,18:55:00,+04:24
J1855+0455g,18:55:15,+04:55
J1855+0511g,18:55:12,+05:11
J1855+0527,18:55:15.073,+05:27:40.7
J1855+0626,18:55:25,+06:26:53
J1855+0700,18:55:17.72,+07:00:37.1
J1855-0941,18:55:15.68,-09:41:02
J1855-1436,18:55:54.2286,-14:36:08.98
J1856+0011g,18:56:48,+00:11
J1856+0102,18:56:28.503,+01:02:10.6
J1856+0113,18:56:10.65056477,+01:13:21.27650879
J1856+0211g,18:56:53,+02:11
J1856+0243g,18:56:01,+02:43
J1856+0245,18:56:50.9,+02:45:47
J1856+0404,18:56:26.6,+04:04:26
J1856+0615g,18:56:39,+06:15
J1856+0912,18:56:33.40,+09:12:29.7
J1856-0526,18:56:21.977,-05:26:56.8
J1856-3754,18:56:35.41,-37:54:35.8
J1857+0057,18:57:00.80703283,+00:57:16.77690206
J1857+0143,18:57:33.008,+01:43:47.0
J1857+0210,18:57:40.90,+02:10:58
J1857+0212,18:57:43.64137958,+02:12:41.11609943
J1857+0214g,18:57:08,+02:14
J1857+0224g,18:57:08,+02:24
J1857+0300,18:57:16.91,+03:00:26.0
J1857+0526,18:57:15.856,+05:26:28.7
J1857+0809,18:57:09.31,+08:09:04.3
J1857+0943,18:57:36.38913266,+09:43:17.19511011
J1857-1027,18:57:26.45,-10:27:01
J1858+0026g,18:58:05,+00:26
J1858+0215,18:58:17.43,+02:15:38
J1858+0239,18:58:18,+02:39:52
J1858+0241,18:58:53.81,+02:41:38
J1858+0244g,18:58:01,+02:44
J1858+0310g,18:58:05,+03:10
J1858+0319,18:58:40.88,+03:19:21.5
J1858+0346,18:58:22.36,+03:46:37.8
J1858+0609g,18:58:10,+06:09
J1858-0024g,18:58:46,-00:24
J1858-0736,18:58:44.3,-07:37
J1858-2216,18:58:17.8792,-22:16:56.4
J1858-5422,18:58:15,-54:20:35
J1859+00,18:59:47,+00:38
J1859+0026g,18:59:58,+00:26
J1859+0126g,18:59:15,+01:26
J1859+0239g,18:59:18,+02:39
J1859+0313g,18:59:36,+03:13
J1859+0345,18:59:12.71,+03:45:57
J1859+0430g,18:59:10,+04:30
J1859+0434g,18:59:41,+04:34
J1859+0601,18:59:45.76,+06:01:46.1
J1859+0603,18:59:42.131,+06:03:54.5
J1859+0658g,18:59:05,+06:58
J1859+07,18:59,+07:00:00
J1859+1526,18:59:44.389,+15:26:11.0
J1859+7654,18:59:36.01909237,+76:54:55.63617393
J1900+0213g,19:00:12,+02:13
J1900+0227,19:00:38.60,+02:27:32.0
J1900+0308,19:00:50.5548,+03:08:24.079
J1900+0405g,19:00:40,+04:05
J1900+0438,19:00:13.35,+04:38:46.8
J1900+0634,19:00:28.034,+06:34:20.9
J1900+0715g,19:00:22,+07:15
J1900+30,19:00:18,+30:53
J1900-0051,19:00:46.644,-00:51:08.4
J1900-0134,19:00:26.174,-01:34:38.2
J1900-0933,19:00:31.19,-09:33:48.1
J1900-2600,19:00:47.582,-26:00:43.8
J1900-7951,19:00:24.4,-79:51:48.2
J1901+00,19:01:32,+00:32
J1901+0020g,19:01:17,+00:20
J1901+0124,19:01:52.545,+01:24:49.3
J1901+0156,19:01:34.28758439,+01:56:38.21965093
J1901+0234,19:01:26.93,+02:34:51.4
J1901+0254,19:01:15.67,+02:54:41
J1901+0300,19:01:59.6168,+03:00:23.324
J1901+0315g,19:01:34,+03:15
J1901+0320,19:01:03.01,+03:20:18
J1901+0331,19:01:31.781,+03:31:05.97
J1901+0355,19:01:30.81,+03:55:58.9
J1901+0413,19:01:10.3,+04:13:51
J1901+0435,19:01:32.2,+04:35:23
J1901+0459,19:01:17.47,+04:59:06.8
J1901+0510,19:01:57.85,+05:10:34
J1901+0511,19:01:42.91,+05:11:00.2
J1901+0621,19:01:05.96,+06:21:19
J1901+0659g,19:01:25,+06:59
J1901+0712g,19:01:30,+07:12
J1901+0716,19:01:38.93555118,+07:16:34.8084974
J1901+1306,19:01:48.77,+13:06:48.3
J1901-0125,19:01:33.8,-01:25:29
J1901-0312,19:01:15.675,-03:12:29.5
J1901-0315,19:01:16.33,-03:15:14.3
J1901-0906,19:01:53.0087,-09:06:11.146
J1901-1740,19:01:18.03,-17:40:00
J1902+0235,19:02:31.062,+02:35:14.75
J1902+0248,19:02:50.26,+02:48:56
J1902+0556,19:02:42.61936629,+05:56:25.9226547
J1902+0615,19:02:50.277,+06:16:33.41
J1902+0723,19:02:13.54,+07:23:51
J1902+0809g,19:02:20,+08:09
J1902+1141,19:02:02.201,+11:41:05.50
J1902-0340,19:02:50.70,-03:40:18
J1902-1036,19:02:42.399,-10:36:13.0
J1902-5105,19:02:02.84821,-51:05:56.9695
J1903+0135,19:03:29.986,+01:35:38.53
J1903+0327,19:03:05.793213,+03:27:19.20911
J1903+0415,19:03:28.321,+04:15:07.6
J1903+0433g,19:03:19,+04:33
J1903+0534g,19:03:29,+05:34
J1903+0601,19:03:20.874,+06:01:34.0
J1903+0654,19:03:55.28,+06:54:39.4
J1903+0839g,19:03:52,+08:39
J1903+0845g,19:03:36,+08:45
J1903+0851g,19:03:04,+08:51
J1903+0912,19:03:42.101,+09:12:41.69
J1903+0925,19:03:55.18,+09:25:55
J1903+2225,19:03:52.95,+22:25:12.3
J1903-0258,19:03:30.343,-02:58:15.6
J1903-0632,19:03:37.934,-06:32:21.52
J1903-0848,19:03:11.271,-08:48:57.4
J1903-7051,19:03:38.7935,-70:51:43.461
J1904+0004,19:04:12.7180,+00:04:05.29
J1904+0056,19:04:07.06,+00:56:59
J1904+0207g,19:04:44,+02:07
J1904+0358g,19:04:22,+03:58
J1904+0412,19:04:31.382,+04:12:05.9
J1904+0415g,19:04:06,+04:15
J1904+0451,19:04:59.3848,+04:51:54.953
J1904+0519g,19:04:08,+05:19
J1904+0535g,19:04:52,+05:35
J1904+0553g,19:04:17,+05:53
J1904+0603g,19:04:52,+06:03
J1904+0738,19:04:07.533,+07:38:51.69
J1904+0800,19:04:03.50,+08:00:52.6
J1904+0823g,19:04:44,+08:23
J1904+0836g,19:04:35,+08:36
J1904+0852g,19:04:55,+08:52
J1904+1011,19:04:02.49,+10:11:34.6
J1904+33,19:04,+33:00:00
J1904-0150,19:04:55.555,-01:50:32.5
J1904-11,19:04:34,-11:30:34
J1904-1224,19:04:33.28086769,-12:24:01.3150341
J1904-1629,19:04:51.37,-16:29:19
J1905+0154A,19:05:15.4,+01:54:33
J1905+0400,19:05:28.273436,04:00:10.8830
J1905+0414,19:05,+04:14
J1905+0450g,19:05:59,+04:50
J1905+0600,19:05:04.35,+06:00:59.9
J1905+0616,19:05:06.849,+06:16:16.7
J1905+0656g,19:05:45,+06:56
J1905+0709,19:05:53.62105897,+07:09:19.36673159
J1905+0758g,19:05:48,+07:58
J1905+0902,19:05:19.535,+09:02:32.49
J1905+0920g,19:05:09,+09:20
J1905+0936g,19:05:25,+09:36
J1905+1034,19:05:20.625,+10:34:27.7
J1905-0056,19:05:27.752,-00:56:40.8
J1906+0055,19:06:48.68051,+00:55:07.886
J1906+0414,19:06:57.793,+04:14:29.44
J1906+0454,19:06:47.13970,+04:54:09.042
J1906+0509,19:06:56.497,+05:09:35.6
J1906+0641,19:06:35.24374331,+06:41:02.9026776
J1906+0646g,19:06:15,+06:46
J1906+0649,19:06:11.97,+06:49:48.1
J1906+0722,19:06:31.20,+07:22:55.8
J1906+0724,19:06:22.577,+07:24:22.8
J1906+0746,19:06:48.86,+07:46:25.9
J1906+0757g,19:06:40,+07:57
J1906+0822g,19:06:38,+08:22
J1906+0912,19:06:28.46,+09:12:56.6
J1906+1854,19:06:44.71,+18:54:08.5
J1907+0249,19:07:42.03,+02:49:41
J1907+0255,19:07:17.90,+02:55:02.7
J1907+0345,19:07:14.543,+03:45:10.6
J1907+0534,19:07:23.34,+05:34:53
J1907+0602,19:07:54.74,+06:02:16.9
J1907+0631,19:07:03.816,+06:31:18.9
J1907+0658g,19:07:34,+06:58
J1907+0709g,19:07:57,+07:09
J1907+0731,19:07:54.79,+07:31:21.9
J1907+0740,19:07:44.118,+07:40:22.6
J1907+0833,19:07:57.044,+08:33:59.99
J1907+0859,19:07:01.913,+08:59:43.8
J1907+0918,19:07:22.441,+09:18:30.76
J1907+0919,19:07:14.33,09:19:20.1
J1907+1149,19:07:37.78,+11:49:37.1
J1907+1247,19:07:10.70,+12:47:35.9
J1907+4002,19:07:34.656,40:02:05.71
J1907+57,19:07,+57:00:00
J1907-1532,19:07:06.78,-15:32:14.9
J1908+0128,19:08:18.80366,01:28:22.714
J1908+0457,19:08:16.15,+04:57:41
J1908+0500,19:08:05.162,+05:00:54.45
J1908+0558,19:08:01.997,+05:58:33.94
J1908+0734,19:08:17.010,+07:34:14.36
J1908+0811g,19:08:44,+08:11
J1908+0833,19:08:20.960,+08:33:31.5
J1908+0839,19:08:18.51,+08:39:59.2
J1908+0909,19:08:07.437,+09:09:12.4
J1908+0916,19:08:58.76,+09:16:14
J1908+0949g,19:08:08,+09:49
J1908+1035g,19:08:23,+10:35
J1908+1351,19:08:35.31,+13:51:40
J1908+2105,19:08:57.2940,+21:05:02.726
J1908+2351,19:08:31.94,23:51:41.9
J1909+0007,19:09:35.25665182,+00:07:57.77488446
J1909+0254,19:09:38.30941732,+02:54:50.67614669
J1909+0616,19:09:51.21,+06:16:51.8
J1909+0641,19:09:29.052,+06:41:25.8
J1909+0657g,19:09:14,+06:57
J1909+0749,19:09:08.2,+07:49:32
J1909+0905g,19:09:39,+09:05
J1909+0912,19:09:19.91,+09:12:53.7
J1909+0930g,19:09:47,+09:30
J1909+1102,19:09:48.6829,+11:02:03.044
J1909+1132g,19:09:37,+11:32
J1909+1148,19:09:31.379,+11:48:59.86
J1909+1205,19:09:51.47,+12:05:47
J1909+1450,19:09:26.96,+14:50:58
J1909+1859,19:09:18.604,+18:59:10.74
J1909-3744,19:09:47.43214041,-37:44:14.57953895
J1910+0225,19:10:10.359,+02:25:23.6
J1910+0358,19:10:09.06289918,+03:58:28.02903607
J1910+0435,19:10:11.072,+04:35:29.5
J1910+0517,19:10:37.907,+5:17:56.1
J1910+0534,19:10:26.51,+05:34:09
J1910+0710,19:10:13.873,+07:10:46.4
J1910+0714,19:10:18.597,+07:14:11.8
J1910+0728,19:10:22.079,+07:28:37.09
J1910+1017,19:10:26.124,+10:17:54.09
J1910+1026,19:10:48.753,+10:26:52.5
J1910+1054g,19:10:01,+10:54
J1910+1117g,19:10:27,+11:17
J1910+1231,19:10:13.53793847,+12:31:40.18823607
J1910+1256,19:10:09.70027559,+12:56:25.45807462
J1910+56,19:10:42,+56:55
J1910-0112,19:10:15.7,-01:12:06
J1910-0309,19:10:29.692,-03:09:54.1
J1910-0556,19:10:16.523,-05:56:29.9
J1910-5959A,19:11:42.75562,-59:58:26.9029
J1910-5959B,19:10:52.0556,-59:59:00.861
J1910-5959C,19:11:05.5552,-60:00:59.700
J1910-5959D,19:10:52.4163,-59:59:05.479
J1910-5959E,19:10:52.1572,-59:59:02.087
J1910-5959F,19:10:52.066,-59:59:09.30
J1911+00,19:11:48,+00:37
J1911+0101A,19:11:11.08957,+01:02:09.741
J1911+0101B,19:11:12.5725,+01:01:50.44
J1911+0751g,19:11:43,+07:51
J1911+0921,19:11:46.487,+09:21:56.8
J1911+0925,19:11:59.472,+09:25:32.2
J1911+0939g,19:11:38,+09:39
J1911+1051,19:11:42.262,+10:51:26.74
J1911+1252g,19:11:28,+12:52
J1911+1301,19:11:31.739,+13:01:26.6
J1911+1336,19:11:59.541,+13:36:55.00
J1911+1347,19:11:55.20223789,+13:47:34.36019494
J1911+1758,19:11:55.390,+17:58:45.79
J1911-1114,19:11:49.28233,-11:14:22.481
J1912+0934g,19:12:41,+09:34
J1912+1036,19:12:46.33,+10:36:41.6
J1912+1105g,19:12:26,+11:05
J1912+1417g,19:12:32,+14:17
J1912+2104,19:12:43.3391,+21:04:33.926
J1912+2525,19:12:18.626,+25:25:02.12
J1912-0952,19:12:12.2482,-09:52:51.748
J1913+0446,19:13:50.82,+04:46:06
J1913+0523,19:13:22.721,+05:23:58.8
J1913+0618,19:13:17.8786,+06:18:08.277
J1913+0657,19:13:32.92,+06:57:24.3
J1913+0832,19:13:00.50,+08:32:05.1
J1913+0904,19:13:21.061,+09:04:45.4
J1913+0936,19:13:52.70,+09:36:41.8
J1913+1000,19:13:03.59,+10:00:02.4
J1913+1011,19:13:20.341,+10:11:22.97
J1913+1037g,19:13:53,+10:37
J1913+1050,19:13:35.364,+10:50:26.6
J1913+1054g,19:13:07,+10:54
J1913+1102,19:13:29.0542,+11:02:05.741
J1913+11025,19:13:42.715,+11:02:58.8
J1913+1145,19:13:43.88,+11:45:33.1
J1913+1330,19:13:17.97,+13:30:32.78
J1913+1400,19:13:24.3527,+14:00:52.559
J1913+3732,19:13:27.887,+37:32:12.30
J1913-0440,19:13:54.1735,-04:40:47.68
J1914+0219,19:14:23.794,+02:19:47.8
J1914+0625,19:14:08.359,+06:25:00.97
J1914+0631,19:14:17.24,+06:31:56.3
J1914+0659,19:14:17.647,+07:01:11.00
J1914+0805,19:14:05.508,+08:05:12.7
J1914+0838,19:14:26.4506,+08:38:45.14
J1914+1029g,19:14:23,+10:29
J1914+1054g,19:14:07,+10:54
J1914+1122,19:14:10.12,+11:22:03.7
J1914+1228g,19:14:55,+12:28
J1914+1428,19:14:53.946,+14:28:46.2
J1915+0227,19:15:02.122,+02:27:47.77
J1915+0639,19:15:54.327,+06:39:46.21
J1915+0738,19:15:24.80,+07:38:31.4
J1915+0752,19:15:01.94,+07:52:09.2
J1915+0832g,19:15:06,+08:32
J1915+0838,19:15:13.87,+08:38:59.7
J1915+1009,19:15:29.991,+10:09:43.37
J1915+1145,19:15:33.1231,+11:45:40.98
J1915+1150,19:15:16.61,+11:50:35.4
J1915+1410,19:15:35.416,+14:10:51.5
J1915+1606,19:15:27.99942,+16:06:27.3868
J1915+1647,19:15:19.10848575,+16:47:08.48025436
J1915-11,19:15,-11:30
J1916+0741g,19:16:17,+07:41
J1916+0748,19:16:51.5,+07:48:00
J1916+0748g,19:17:00,+07:48
J1916+0844,19:16:19.081,+08:44:07.0
J1916+0852,19:16:24.6,+08:52:36
J1916+0951,19:16:32.34341279,+09:51:25.98270401
J1916+1023,19:16:36.91,+10:23:03
J1916+1030,19:16:11.72,+10:30:53.4
J1916+1030g,19:16:46,+10:30
J1916+1225,19:16:20.045,+12:25:53.94
J1916+1312,19:16:58.67,+13:12:50.0
J1916+3224,19:16:03.468,+32:24:39.70
J1916-2939,19:16:32.701,-29:39:27.8
J1917+0743g,19:17:26,+07:43
J1917+0834,19:17:48.853,+08:34:54.63
J1917+1046g,19:17:55,+10:46
J1917+1121g,19:17:27,+11:21
J1917+1259g,19:17:29,+12:59
J1917+1353,19:17:39.7864,+13:53:57.077
J1917+1411g,19:17:26,+14:11
J1917+17,19:17,+17:24
J1917+1737,19:17:23.976,+17:37:31.6
J1917+2224,19:17:44.22652609,+22:22:48.76414415
J1918+1311,19:18:46.220,+13:11:24.51
J1918+1340g,19:18:54,+13:40
J1918+1444,19:18:23.63700008,+14:45:06.0066063
J1918+1536g,19:18:23,+15:36
J1918+1540g,19:18:19,+15:40
J1918+1541,19:18:07.70,+15:41:15.2
J1918+1547g,19:18:34,+15:47
J1918-0642,19:18:48.03187367,-06:42:34.8956064
J1918-1052,19:18:48.247,-10:52:46.38
J1919+0021,19:19:50.6715,+00:21:39.722
J1919+0134,19:19:43.62,+01:34:56.5
J1919+1314,19:19:32.986,+13:14:37.3
J1919+1527g,19:19:50,+15:27
J1919+1645,19:19:09.243,+16:45:22.72
J1919+1745,19:19:43.342,+17:45:03.79
J1919+23,19:19:26,+23:52:46
J1919+2621,19:19:41.013,+26:21:29.46
J1920+1040,19:20:55.38,+10:40:31
J1920+1110,19:20:13.31,+11:10:59
J1920+1515g,19:20:22,+15:15
J1920+2650,19:20:38.37307923,+26:50:38.40668283
J1920-0950,19:20:55.93,-09:50:01.0
J1921+0137,19:21:30.30765,+01:37:25.539
J1921+0812,19:21:47.704,+08:12:51.86
J1921+0921,19:21:53.487,+09:21:30.2
J1921+1259g,19:21:18,+12:59
J1921+1340g,19:21:30,+13:40
J1921+1419,19:21:24.15870097,+14:19:17.07875649
J1921+1505g,19:21:25,+15:05
J1921+1544,19:21:46.4723,+15:44:17.46
J1921+1630,19:21:00.142,+16:30:55.8
J1921+1929,19:21:23.35070,+19:29:22.299
J1921+1948,19:21:03.79857493,+19:48:44.67092226
J1921+2003,19:21:51.597,+20:03:20.8
J1921+2153,19:21:44.815,21:53:02.25
J1921+34,19:21,+34:07
J1921-05,19:21:04,-05:23
J1921-0510,19:21:29.45,-05:10:10.8
J1922+1131,19:22:50.27,+11:31:58.5
J1922+1733,19:22:53.2180,+17:33:23.47
J1922+2018,19:22:08.00550562,+20:17:57.32426819
J1922+2110,19:22:53.53029073,+21:10:41.97066753
J1922+58,19:22,+58:28
J1923+1143g,19:23:38,+11:43
J1923+1521g,19:23:12,+15:21
J1923+1706,19:23:07.85,+17:06:09.4
J1923+2022g,19:23:56,+20:22
J1923+2515,19:23:22.4907499,+25:15:40.58628291
J1923+4243,19:23:15.23888971,+42:43:18.64868615
J1923-0408,19:23:10.96,-04:08:19.4
J1924+1343g,19:24:20,+13:43
J1924+1509g,19:24:34,+15:09
J1924+1510g,19:24:02,+15:10
J1924+1628,19:24:44.090,+16:28:37.69
J1924+1631,19:24:54.88,+16:31:48.8
J1924+1639,19:24:03.1115,+16:39:40.756
J1924+1713,19:24:32.517,+17:13:33.0
J1924+1917,19:24:26.21,+19:17:24.4
J1924+1923g,19:24:20,+19:23
J1924+1932g,19:24:49,+19:32
J1924+2027g,19:24:34,+20:27
J1924+2037g,19:24:34,+20:37
J1924+2040,19:24:40,+20:40:03
J1925+1532g,19:25:00,+15:32
J1925+1629g,19:25:10,+16:29
J1925+1636g,19:25:48,+16:36
J1925+1720,19:25:27.031,+17:20:27.31
J1925+19,19:25:26,+19:04
J1925-16,19:25:06,-16:01:00
J1926+0431,19:26:24.472,+04:31:31.54
J1926+0737,19:26:33.740,07:37:07.2
J1926+1434,19:26:57.2246739,+14:34:55.34309824
J1926+1452g,19:26:55,+14:52
J1926+1614,19:26:50.202,+16:14:18.77
J1926+1631g,19:26:24,+16:31
J1926+1648,19:26:45.32161864,+16:48:32.78575747
J1926+1857g,19:26:59,+18:57
J1926+1928,19:26:22.82,+19:28:11.7
J1926+2016,19:26:18.064,+20:16:01.13
J1926-0652,19:26:37.041,-06:52:42.7
J1926-1314,19:26:53.835,-13:14:03.8
J1927+0911,19:27:25.628,+09:11:05.7
J1927+1430g,19:27:40,+14:30
J1927+1852,19:27:10.422,+18:52:08.5
J1927+1856,19:27:24.97,+18:56:36.8
J1927+2234,19:27:08.08,+22:34:57.3
J1928+1245,19:28:45.39360,+12:45:53.374
J1928+1443,19:28:06.79,+14:43:11.3
J1928+15,19:28:20,15:13
J1928+1725,19:28:52,+17:25:29
J1928+1746,19:28:42.553,+17:46:29.62
J1928+1809g,19:28:06,+18:09
J1928+1816g,19:28:10,+18:16
J1928+1839g,19:28:38,+18:39
J1928+1852g,19:28:05,+18:52
J1928+1902g,19:28:05,+19:02
J1928+1915g,19:29:00,+19:15
J1928+1923,19:28:05.163,+19:23:31.32
J1928+28,19:28,+28:00:00
J1928-0108,19:28:18.93,-01:08:55.7
J1929+00,19:29:28,+00:26
J1929+0132,19:29:42.52833,01:32:46.5630
J1929+1357,19:29:10.62,+13:57:35.9
J1929+16,19:29:18,+16:21
J1929+1615g,19:29:36,+16:15
J1929+1731g,19:29:04,+17:31
J1929+1844,19:29:16.78,+18:44:59.5
J1929+19,19:29:32,+19:05
J1929+1937g,19:29:10,+19:37
J1929+1955,19:29:17.5713,+19:55:07.91
J1929+2121,19:29:04.239,+21:21:22.68
J1929+3817,19:29:07.014,+38:17:57.5
J1929+62,19:29,+62:16
J1929+66,19:29,+66:00:00
J1930+1316,19:30:00.947,+13:16:11.1
J1930+1357g,19:30:12,+13:57
J1930+1403g,19:30:18,+14:03
J1930+1408,19:30:18.9526,+14:08:55.39
J1930+1722,19:30:30.11,+17:22:53.2
J1930+1852,19:30:30.13,+18:52:14.1
J1930+2441,19:30:45.39844,+24:41:01.564
J1930-1852,19:30:29.7156,-18:51:46.27
J1931+1439,19:31:40.433,+14:39:38.7
J1931+1536,19:31:55.71,+15:36:57.5
J1931+1817,19:31:52.739,+18:17:00.77
J1931+1952,19:31:55.864,+19:52:11.5
J1931+30,19:31:28,+30:35
J1931+42,19:31,+42:30
J1931-0144,19:31:32.025,-01:44:22.5
J1932+1059,19:32:14.0570,+10:59:33.38
J1932+1500,19:32:46.307,+15:00:22.2
J1932+1756,19:32:07.2277,+17:56:17.31
J1932+1916,19:32:19.70,+19:16:39
J1932+2020,19:32:08.02216721,+20:20:46.4182326
J1932+2220,19:32:22.74047056,+22:20:51.49265243
J1932-3655,19:32:06.1280,-36:55:01.78
J1933+0758,19:33:19.407,+07:58:07.01
J1933+1304,19:33:22.529,+13:04:49.97
J1933+1726,19:33:22.9828,+17:26:49.606
J1933+1923g,19:33:58,+19:23
J1933+2038g,19:33:42,+20:38
J1933+2421,19:33:37.83144195,+24:36:39.64075879
J1933+5335,19:33:01.1,+53:35:43
J1933-6211,19:33:32.42668,-62:11:46.876
J1934+1926,19:34:21.651,+19:26:35.31
J1934+2352,19:34:46.19,+23:52:55.9
J1934+5219,19:34:23.88003915,+52:19:57.56782361
J1935+1159,19:35:16.076,11:59:09.2
J1935+1616,19:35:47.8259,+16:16:39.986
J1935+1726,19:35:03.948,+17:26:28.46
J1935+1745,19:35:29.97,+17:45:12.2
J1935+1829,19:35:42.91,+18:29:28.1
J1935+2025,19:35:41.941,+20:25:40.1
J1935+2154,19:34:55.68,+21:53:48.2
J1936+1536,19:36:01.52,+15:36:36.0
J1936+18,19:36:03,+18:05
J1936+1952g,19:36:00,+19:52
J1936+2036g,19:36:41,+20:36
J1936+2042,19:36:27.42,+20:42:04.5
J1936+21,19:36:11,+21:09
J1936+217,19:37:00,+21:43
J1937+1505,19:37:16.31,+15:05:19
J1937+1658,19:37:24.90851,+16:58:42.553
J1937+2544,19:37:01.2544,+25:44:13.436
J1937+2950,19:37:47.603,+29:50:01.8
J1937-00,19:37:09,-00:17
J1938+0650,19:37:53.46,06:50:06.0
J1938+14,19:38:07,+15:06
J1938+2010,19:38:08.34,+20:10:51.7
J1938+2012,19:38:40.0803,+20:12:50.827
J1938+2213,19:38:14.180,+22:13:12.68
J1938+2659,19:38:39.175,+26:59:14.96
J1938+6604,19:38:56.91823374,+66:04:31.71393998
J1939+10,19:39:11,10:45
J1939+2134,19:39:38.55980899,+21:34:59.12559975
J1939+2352g,19:39:49,+23:52
J1939+2449,19:39:05.59533754,+24:42:55.61298625
J1939+2609,19:39:42.3413,+26:09:36.39
J1940+0239,19:40:33,+02:36:41
J1940+2245,19:40:27.644,+22:45:46.62
J1940+2337,19:40:35.486,+23:37:46.5
J1940+26,19:40:13,+26:01
J1940-0902,19:40:54.530,-09:02:18.0
J1940-24,19:40,-24:00:00
J1940-2403,19:40:30,-24:03
J1941+0121,19:41:16.039,01:21:39.5
J1941+1026,19:41:32.334,+10:26:25.6
J1941+1341,19:41:04.867,+13:41:30.4
J1941+2525,19:41:20.80,+25:25:05.3
J1941+4320,19:41:58.91366686,+43:20:06.33137513
J1941-0746,19:41:05,-07:46:19
J1941-2602,19:41:00.4070,-26:02:05.75
J1942+0147,19:42:27,+01:50:11
J1942+1743,19:42:01.03,+17:43:28.3
J1942+3941,19:42:22.05,+39:41:41.4
J1942+8106,19:42:54.67256929,+81:06:17.33385388
J1942-2019,19:42:50.34,-20:19:23
J1943+0609,19:43:29.132,+06:09:57.6
J1943+2210,19:43:16.4910,+22:10:23.151
J1943+5815,19:43:23.175,+58:15:53.08
J1943-1237,19:43:25.48057024,-12:37:42.41148262
J1944+0907,19:44:09.32884092,+09:07:23.03527486
J1944+1755,19:44:31.80,+17:55:42.4
J1944+2236,19:44:01.0707,+22:36:22.62
J1944-10,19:44,-10:17
J1944-1750,19:44:05.23920862,-17:50:11.05508609
J1945+07,19:45:55,+07:17
J1945+1211,19:45:11.56,+12:11:46.2
J1945+1834,19:45:36.10,+18:34:20.1
J1945-0040,19:45:28.39634261,-00:40:58.06740555
J1946+14,19:46:52,+14:42
J1946+1805,19:46:53.044,18:05:41.24
J1946+2052,19:46:14.130,20:52:24.64
J1946+2244,19:46:24.89,+22:44:59.4
J1946+24,19:46:00,23:58
J1946+2535,19:46:49.10,+25:35:51.5
J1946+2611,19:46:45.81,+26:11:49.2
J1946+3417,19:46:25.12822995,+34:17:14.69680697
J1946-09,19:46,-09:00:00
J1946-1312,19:46:57.829,-13:12:36.4
J1946-2913,19:46:51.734,-29:13:47.1
J1946-5403,19:46:34.497,-54:03:42.51
J1947+0915,19:47:46.22,+09:15:08.0
J1947+10,19:47:36,+10:44
J1947+1957,19:47:19.435,+19:57:08.39
J1947+2011g,19:47:47,+20:11
J1947-18,19:47:31,-18:58:12
J1947-4215,19:47:06,-42:15
J1947-43,19:47,-43:00
J1948+1808,19:48:22.129,+18:08:30.15
J1948+2333,19:48:19.317,+23:33:03.23
J1948+2551,19:48:17.579,+25:51:51.95
J1948+2819,19:48:38.39,+28:19:20.06
J1948+3540,19:48:25.0067,35:40:11.057
J1948-27,19:48,-27:00:00
J1949+2306,19:49:07.32,+23:06:55.5
J1949+2516g,19:49:37,+25:16
J1949+3106,19:49:29.6374604,+31:06:03.80604
J1949+3426,19:49:13.671,+34:26:33.89
J1949-2524,19:49:25.41413293,-25:24:00.97473289
J1950+05,19:50:58,+05:35
J1950+2352g,19:50:56,+23:52
J1950+2414,19:50:45.063661,+24:14:56.9639
J1950+2556g,19:50:04,+25:56
J1950+3001,19:50:53.68,+30:01:42.7
J1951+1123,19:51:08.25,+11:23:25.2
J1951+4724,19:51:07.45,+47:24:35.1
J1952+1410,19:52:06.15402952,+14:07:29.39036931
J1952+2513,19:52:20.738,+25:13:44.1
J1952+2630,19:52:36.840234,+26:30:28.0843
J1952+2702g,19:52:18,+27:02
J1952+2836g,19:52:48,+28:36
J1952+3021,19:52:19.696,+30:21:20.0
J1952+3252,19:52:58.206,+32:52:40.51
J1953+1149,19:53:47.47,+11:49:42.6
J1953+1844g,19:53:44,+18:44
J1953+1846A,19:53:46.5,+18:46:45
J1953+1846B,19:53:46.5,+18:46:45
J1953+1846C,19:53:46.5,+18:46:45
J1953+1846D,19:53:46.5,+18:46:45
J1953+2732,19:53:07.80,+27:32:48.2
